MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
354061      CAROLINA                         MENDOZA                          VARGAS                           20-06-1996   27     MUJER     MEXICO                 MEVC960620MMCNRR00
354068      PEDRO                            CRUZ                             SANCHEZ                          29-04-1980   43     HOMBRE    MEXICO                 CUSP800429HMCRND01
354075      DAVID                            FLORES                           TORRES                           13-08-2017   6      HOMBRE    AGUASCALIENTES         FOTD170813HASLRVB4
354076      MARTA                            GOMEZ                            VALDEZ                           12-10-2001   22     MUJER     SINALOA                GOVM011012MSLMLRA4
354095      DIANA                            VARGAS                           MENDOZA                          17-07-1991   32     MUJER     QUINTANA ROO           VAMD910717MQRRNN08
355003      ALBERTO                          GOMEZ                            PEREZ                            10-12-1980   42     HOMBRE    OAXACA                 GOPA801210HOCMRL07
355006      ROSA                             GONZALEZ                         SOTO                             31-10-2006   17     MUJER     SAN LUIS POTOSI        GOSR061031MSPNTSA7
355007      JUAN                             YEPIZ                            LOPEZ                            30-04-2018   5      HOMBRE    YUCATAN                YELJ180430HYNPPNB3
355008      CARLOS                           GONZALEZ                         GOMEZ                            19-02-2002   21     HOMBRE    EXTRANJERO             GOGC020219HNENMRA3
355014      LUIS                             LARA                             GUTIERREZ                        22-10-1991   32     HOMBRE    MEXICO                 LAGL911022HMCRTS06
355016      LAURA                            REYES                            RAMIREZ                          13-02-2003   20     MUJER     BAJA CALIFORNIA SUR    RERL030213MBSYMRA1
355019      LUISA                            SOTO                             JIMENEZ                          03-03-1990   33     MUJER     SONORA                 SOJL900303MSRTMS05
355024      RAQUEL                           YEPIZ                            TORRES                           09-07-2016   7      MUJER     TABASCO                YETR160709MTCPRQB6
355025      JAVIER                           ALVAREZ                          SANCHEZ                          24-07-1998   25     HOMBRE    MORELOS                AASJ980724HMSLNV00
355030      ROSA                             GOMEZ                            GOMEZ                            05-12-1991   31     MUJER     VERACRUZ               GOGR911205MVZMMS05
355031      FRANCISCO                        CHAVEZ                           MORALES                          28-11-1991   31     HOMBRE    BAJA CALIFORNIA SUR    CAMF911128HBSHRR02
355040      PEDRO                            SOTO                             RUIZ                             20-10-2004   19     HOMBRE    BAJA CALIFORNIA        SORP041020HBCTZDA5
355043      CLARA                            VEGA                             ROMERO                           14-07-1988   35     MUJER     HIDALGO                VERC880714MHGGML04
355044      MIGUEL                           VEGA                             VARGAS                           30-06-2009   14     HOMBRE    GUANAJUATO             VEVM090630HGTGRGA5
355046      ALEJANDRO                        MENDOZA                          TORRES                           05-01-1995   28     HOMBRE    BAJA CALIFORNIA        META950105HBCNRL04
355051      FRANCISCO                        GUERRERO                         HERNANDEZ                        13-01-2013   10     HOMBRE    DISTRITO FEDERAL       GUHF130113HDFRRRB9
355053      ANTONIO                          LOPEZ                            FLORES                           14-02-2002   21     HOMBRE    ZACATECAS              LOFA020214HZSPLNA4
355056      CARLOS                           RODRIGUEZ                        NAVARRO                          27-06-2009   14     HOMBRE    JALISCO                RONC090627HJCDVRA2
355058      LAURA                            MORENO                           ROMERO                           27-08-1990   33     MUJER     TAMAULIPAS             MORL900827MTSRMR07
